"Study_ID","AUC","Permutation","DEBIAS"
10959,0.669791980705457,0,"0"
10959,0.513995004091477,1,"0"
10959,0.529760110254533,1,"0"
10959,0.512991515569146,1,"0"
10959,0.518990912614669,1,"0"
10959,0.502642232654292,1,"0"
10959,0.535393427796201,1,"0"
10959,0.509154141005211,1,"0"
10959,0.514356776777639,1,"0"
10959,0.516408975408071,1,"0"
10959,0.527529178689866,1,"0"
10959,0.501653817993884,1,"0"
10959,0.522869201946682,1,"0"
10959,0.505480425513588,1,"0"
10959,0.486739308325079,1,"0"
10959,0.502502261079289,1,"0"
10959,0.517474912786942,1,"0"
10959,0.522985486024377,1,"0"
10959,0.530826047633404,1,"0"
10959,0.531644342994961,1,"0"
10959,0.510827339678711,1,"0"
10959,0.509248890994444,1,"0"
10959,0.522963951935914,1,"0"
10959,0.528728627417201,1,"0"
10959,0.510265299969852,1,"0"
10959,0.519703690942762,1,"0"
10959,0.528816917179896,1,"0"
10959,0.492921745122529,1,"0"
10959,0.534450234721564,1,"0"
10959,0.529829019337611,1,"0"
10959,0.492213273612128,1,"0"
10959,0.536930961712391,1,"0"
10959,0.537161376458934,1,"0"
10959,0.553342090529308,1,"0"
10959,0.511789913432964,1,"0"
10959,0.53038029200224,1,"0"
10959,0.521101253283949,1,"0"
10959,0.496894784443774,1,"0"
10959,0.521624531633576,1,"0"
10959,0.51049356130755,1,"0"
10959,0.498270812696499,1,"0"
10959,0.495505835737973,1,"0"
10959,0.5113441578018,1,"0"
10959,0.520422929497394,1,"0"
10959,0.495290494853353,1,"0"
10959,0.502422584951979,1,"0"
10959,0.527768207071795,1,"0"
10959,0.524703906283647,1,"0"
10959,0.510422498815625,1,"0"
10959,0.523375253025539,1,"0"
10959,0.499933244325768,1,"0"
10959,0.52259787243206,1,"0"
10959,0.511753305482579,1,"0"
10959,0.512771867866833,1,"0"
10959,0.500908738533098,1,"0"
10959,0.516421895861148,1,"0"
10959,0.510405271544855,1,"0"
10959,0.50027778974116,1,"0"
10959,0.500798914681941,1,"0"
10959,0.513570782548775,1,"0"
10959,0.521161548731642,1,"0"
10959,0.506983504888238,1,"0"
10959,0.496793574228003,1,"0"
10959,0.531771394116887,1,"0"
10959,0.520713639691632,1,"0"
10959,0.51239932813644,1,"0"
10959,0.542224040656359,1,"0"
10959,0.53124811576726,1,"0"
10959,0.511742538438348,1,"0"
10959,0.524159093845557,1,"0"
10959,0.511055601016409,1,"0"
10959,0.531969507730738,1,"0"
10959,0.512407941771825,1,"0"
10959,0.523960980231707,1,"0"
10959,0.499229079633059,1,"0"
10959,0.496248761789913,1,"0"
10959,0.493033722382532,1,"0"
10959,0.521986304319738,1,"0"
10959,0.517294026443861,1,"0"
10959,0.522653861062061,1,"0"
10959,0.515274128946122,1,"0"
10959,0.48808303544511,1,"0"
10959,0.523196520091305,1,"0"
10959,0.522610792885137,1,"0"
10959,0.509937981825229,1,"0"
10959,0.507261294629398,1,"0"
10959,0.513641845040699,1,"0"
10959,0.501399715750032,1,"0"
10959,0.495747017528748,1,"0"
10959,0.511893277057582,1,"0"
10959,0.532604763340368,1,"0"
10959,0.511001765795254,1,"0"
10959,0.521073258968948,1,"0"
10959,0.498912528532667,1,"0"
10959,0.517830225246565,1,"0"
10959,0.511914811146044,1,"0"
10959,0.527985701365261,1,"0"
10959,0.506402084499763,1,"0"
10959,0.509711873896378,1,"0"
10959,0.506985658297084,1,"0"
10959,0.501410482794263,1,"0"
14130,0.579166666666667,0,"0"
14130,0.46875,1,"0"
14130,0.570833333333333,1,"0"
14130,0.620833333333333,1,"0"
14130,0.629166666666667,1,"0"
14130,0.570833333333333,1,"0"
14130,0.5125,1,"0"
14130,0.497916666666667,1,"0"
14130,0.652083333333333,1,"0"
14130,0.666666666666667,1,"0"
14130,0.545833333333333,1,"0"
14130,0.620833333333333,1,"0"
14130,0.48125,1,"0"
14130,0.525,1,"0"
14130,0.545833333333333,1,"0"
14130,0.535416666666667,1,"0"
14130,0.691666666666667,1,"0"
14130,0.570833333333333,1,"0"
14130,0.585416666666667,1,"0"
14130,0.6625,1,"0"
14130,0.55,1,"0"
14130,0.5875,1,"0"
14130,0.479166666666667,1,"0"
14130,0.485416666666667,1,"0"
14130,0.533333333333333,1,"0"
14130,0.51875,1,"0"
14130,0.54375,1,"0"
14130,0.645833333333333,1,"0"
14130,0.53125,1,"0"
14130,0.572916666666667,1,"0"
14130,0.489583333333333,1,"0"
14130,0.585416666666667,1,"0"
14130,0.7,1,"0"
14130,0.60625,1,"0"
14130,0.497916666666667,1,"0"
14130,0.489583333333333,1,"0"
14130,0.625,1,"0"
14130,0.4875,1,"0"
14130,0.647916666666667,1,"0"
14130,0.80625,1,"0"
14130,0.585416666666667,1,"0"
14130,0.520833333333333,1,"0"
14130,0.575,1,"0"
14130,0.610416666666667,1,"0"
14130,0.714583333333333,1,"0"
14130,0.677083333333333,1,"0"
14130,0.477083333333333,1,"0"
14130,0.4375,1,"0"
14130,0.570833333333333,1,"0"
14130,0.570833333333333,1,"0"
14130,0.535416666666667,1,"0"
14130,0.552083333333333,1,"0"
14130,0.58125,1,"0"
14130,0.533333333333333,1,"0"
14130,0.639583333333333,1,"0"
14130,0.635416666666667,1,"0"
14130,0.529166666666667,1,"0"
14130,0.395833333333333,1,"0"
14130,0.539583333333333,1,"0"
14130,0.7375,1,"0"
14130,0.458333333333333,1,"0"
14130,0.622916666666667,1,"0"
14130,0.447916666666667,1,"0"
14130,0.566666666666667,1,"0"
14130,0.625,1,"0"
14130,0.5625,1,"0"
14130,0.527083333333333,1,"0"
14130,0.489583333333333,1,"0"
14130,0.6,1,"0"
14130,0.552083333333333,1,"0"
14130,0.522916666666667,1,"0"
14130,0.5125,1,"0"
14130,0.610416666666667,1,"0"
14130,0.597916666666667,1,"0"
14130,0.604166666666667,1,"0"
14130,0.539583333333333,1,"0"
14130,0.622916666666667,1,"0"
14130,0.554166666666667,1,"0"
14130,0.485416666666667,1,"0"
14130,0.552083333333333,1,"0"
14130,0.597916666666667,1,"0"
14130,0.622916666666667,1,"0"
14130,0.5625,1,"0"
14130,0.670833333333333,1,"0"
14130,0.495833333333333,1,"0"
14130,0.577083333333333,1,"0"
14130,0.614583333333333,1,"0"
14130,0.50625,1,"0"
14130,0.610416666666667,1,"0"
14130,0.55,1,"0"
14130,0.525,1,"0"
14130,0.68125,1,"0"
14130,0.589583333333333,1,"0"
14130,0.602083333333333,1,"0"
14130,0.658333333333333,1,"0"
14130,0.68125,1,"0"
14130,0.614583333333333,1,"0"
14130,0.572916666666667,1,"0"
14130,0.6625,1,"0"
14130,0.73125,1,"0"
14130,0.741666666666667,1,"0"
14669,0.75187969924812,0,"0"
14669,0.509398496240602,1,"0"
14669,0.62406015037594,1,"0"
14669,0.605263157894737,1,"0"
14669,0.597744360902256,1,"0"
14669,0.477443609022556,1,"0"
14669,0.593984962406015,1,"0"
14669,0.548872180451128,1,"0"
14669,0.483082706766917,1,"0"
14669,0.528195488721805,1,"0"
14669,0.513157894736842,1,"0"
14669,0.68796992481203,1,"0"
14669,0.614661654135338,1,"0"
14669,0.672932330827068,1,"0"
14669,0.56015037593985,1,"0"
14669,0.434210526315789,1,"0"
14669,0.657894736842105,1,"0"
14669,0.667293233082707,1,"0"
14669,0.535714285714286,1,"0"
14669,0.75,1,"0"
14669,0.518796992481203,1,"0"
14669,0.522556390977444,1,"0"
14669,0.637218045112782,1,"0"
14669,0.669172932330827,1,"0"
14669,0.528195488721804,1,"0"
14669,0.593984962406015,1,"0"
14669,0.471804511278195,1,"0"
14669,0.588345864661654,1,"0"
14669,0.558270676691729,1,"0"
14669,0.573308270676692,1,"0"
14669,0.569548872180451,1,"0"
14669,0.554511278195489,1,"0"
14669,0.454887218045113,1,"0"
14669,0.695488721804511,1,"0"
14669,0.610902255639098,1,"0"
14669,0.565789473684211,1,"0"
14669,0.56390977443609,1,"0"
14669,0.535714285714286,1,"0"
14669,0.712406015037594,1,"0"
14669,0.565789473684211,1,"0"
14669,0.535714285714286,1,"0"
14669,0.575187969924812,1,"0"
14669,0.503759398496241,1,"0"
14669,0.520676691729323,1,"0"
14669,0.49812030075188,1,"0"
14669,0.515037593984962,1,"0"
14669,0.593984962406015,1,"0"
14669,0.592105263157895,1,"0"
14669,0.595864661654135,1,"0"
14669,0.575187969924812,1,"0"
14669,0.601503759398496,1,"0"
14669,0.706766917293233,1,"0"
14669,0.477443609022556,1,"0"
14669,0.736842105263158,1,"0"
14669,0.535714285714286,1,"0"
14669,0.56390977443609,1,"0"
14669,0.590225563909774,1,"0"
14669,0.631578947368421,1,"0"
14669,0.492481203007519,1,"0"
14669,0.541353383458647,1,"0"
14669,0.593984962406015,1,"0"
14669,0.637218045112782,1,"0"
14669,0.556390977443609,1,"0"
14669,0.588345864661654,1,"0"
14669,0.546992481203007,1,"0"
14669,0.575187969924812,1,"0"
14669,0.729323308270677,1,"0"
14669,0.586466165413534,1,"0"
14669,0.599624060150376,1,"0"
14669,0.68984962406015,1,"0"
14669,0.528195488721804,1,"0"
14669,0.620300751879699,1,"0"
14669,0.541353383458647,1,"0"
14669,0.56390977443609,1,"0"
14669,0.49812030075188,1,"0"
14669,0.648496240601504,1,"0"
14669,0.56015037593985,1,"0"
14669,0.543233082706767,1,"0"
14669,0.68609022556391,1,"0"
14669,0.484962406015038,1,"0"
14669,0.543233082706767,1,"0"
14669,0.511278195488722,1,"0"
14669,0.494360902255639,1,"0"
14669,0.548872180451128,1,"0"
14669,0.590225563909774,1,"0"
14669,0.704887218045113,1,"0"
14669,0.535714285714286,1,"0"
14669,0.537593984962406,1,"0"
14669,0.584586466165414,1,"0"
14669,0.577067669172932,1,"0"
14669,0.719924812030075,1,"0"
14669,0.535714285714286,1,"0"
14669,0.515037593984962,1,"0"
14669,0.676691729323308,1,"0"
14669,0.479323308270677,1,"0"
14669,0.633458646616541,1,"0"
14669,0.526315789473684,1,"0"
14669,0.616541353383459,1,"0"
14669,0.652255639097744,1,"0"
14669,0.569548872180451,1,"0"
14669,0.62781954887218,1,"0"
10959,0.692689176967139,0,"1"
10959,0.515633748223438,1,"1"
10959,0.504272363150868,1,"1"
10959,0.51394762909686,1,"1"
10959,0.528618803566045,1,"1"
10959,0.517853912743874,1,"1"
10959,0.517061458288471,1,"1"
10959,0.520328179508161,1,"1"
10959,0.527611008226022,1,"1"
10959,0.486435677677764,1,"1"
10959,0.502202937249666,1,"1"
10959,0.534973513071192,1,"1"
10959,0.517375855980016,1,"1"
10959,0.504507084715104,1,"1"
10959,0.50757784572979,1,"1"
10959,0.541696455489039,1,"1"
10959,0.496944312847237,1,"1"
10959,0.522526809940135,1,"1"
10959,0.51517291873035,1,"1"
10959,0.50630733451053,1,"1"
10959,0.531353632800724,1,"1"
10959,0.516626469701538,1,"1"
10959,0.512425169042594,1,"1"
10959,0.545607045953745,1,"1"
10959,0.508365993367501,1,"1"
10959,0.521450105517033,1,"1"
10959,0.515121236918041,1,"1"
10959,0.519987940910461,1,"1"
10959,0.51475300400534,1,"1"
10959,0.507213919634782,1,"1"
10959,0.514507515396873,1,"1"
10959,0.507659675265946,1,"1"
10959,0.52315345191438,1,"1"
10959,0.50085059649425,1,"1"
10959,0.51612041862268,1,"1"
10959,0.533937723416168,1,"1"
10959,0.517759162754641,1,"1"
10959,0.492208966794436,1,"1"
10959,0.512558680391059,1,"1"
10959,0.495744864119902,1,"1"
10959,0.531329945303415,1,"1"
10959,0.514020844997631,1,"1"
10959,0.503355010982385,1,"1"
10959,0.534372712003101,1,"1"
10959,0.529406951203756,1,"1"
10959,0.517225117360782,1,"1"
10959,0.508768680821741,1,"1"
10959,0.494108273396787,1,"1"
10959,0.486922348077006,1,"1"
10959,0.531614195271114,1,"1"
10959,0.546117403850295,1,"1"
10959,0.499655454584607,1,"1"
10959,0.526947758301391,1,"1"
10959,0.503955812050476,1,"1"
10959,0.528700633102201,1,"1"
10959,0.525651406175977,1,"1"
10959,0.508861277402128,1,"1"
10959,0.53064085447263,1,"1"
10959,0.502082346354279,1,"1"
10959,0.518833713768896,1,"1"
10959,0.510069339764848,1,"1"
10959,0.507427107110556,1,"1"
10959,0.496582540161075,1,"1"
10959,0.528980576252207,1,"1"
10959,0.494528188121797,1,"1"
10959,0.515045867608424,1,"1"
10959,0.520386321547009,1,"1"
10959,0.486048064085447,1,"1"
10959,0.50992075455446,1,"1"
10959,0.495781472070287,1,"1"
10959,0.511070674878332,1,"1"
10959,0.527354752573324,1,"1"
10959,0.521254145312029,1,"1"
10959,0.515340884620354,1,"1"
10959,0.549735130711917,1,"1"
10959,0.510760584004479,1,"1"
10959,0.490042637495155,1,"1"
10959,0.489825143201688,1,"1"
10959,0.517461992333864,1,"1"
10959,0.511012532839485,1,"1"
10959,0.526975752616392,1,"1"
10959,0.522061673629355,1,"1"
10959,0.498044704767647,1,"1"
10959,0.497420216202248,1,"1"
10959,0.507104095783625,1,"1"
10959,0.511964339549507,1,"1"
10959,0.499700676170378,1,"1"
10959,0.502144795210819,1,"1"
10959,0.515381799388432,1,"1"
10959,0.529598604591068,1,"1"
10959,0.511249407812567,1,"1"
10959,0.515243981222275,1,"1"
10959,0.524187088160558,1,"1"
10959,0.520972048753176,1,"1"
10959,0.505359834618201,1,"1"
10959,0.50348852233085,1,"1"
10959,0.524809423317111,1,"1"
10959,0.487749257073948,1,"1"
10959,0.504362806322408,1,"1"
10959,0.494780136956803,1,"1"
10959,0.478338860416039,1,"1"
14130,0.71875,0,"1"
14130,0.616666666666667,1,"1"
14130,0.710416666666667,1,"1"
14130,0.660416666666667,1,"1"
14130,0.622916666666667,1,"1"
14130,0.633333333333333,1,"1"
14130,0.6875,1,"1"
14130,0.570833333333333,1,"1"
14130,0.602083333333333,1,"1"
14130,0.547916666666667,1,"1"
14130,0.570833333333333,1,"1"
14130,0.747916666666667,1,"1"
14130,0.6625,1,"1"
14130,0.63125,1,"1"
14130,0.68125,1,"1"
14130,0.6375,1,"1"
14130,0.558333333333333,1,"1"
14130,0.716666666666667,1,"1"
14130,0.510416666666667,1,"1"
14130,0.554166666666667,1,"1"
14130,0.541666666666667,1,"1"
14130,0.610416666666667,1,"1"
14130,0.570833333333333,1,"1"
14130,0.604166666666667,1,"1"
14130,0.704166666666667,1,"1"
14130,0.61875,1,"1"
14130,0.541666666666667,1,"1"
14130,0.577083333333333,1,"1"
14130,0.558333333333333,1,"1"
14130,0.547916666666667,1,"1"
14130,0.5,1,"1"
14130,0.464583333333333,1,"1"
14130,0.510416666666667,1,"1"
14130,0.522916666666667,1,"1"
14130,0.59375,1,"1"
14130,0.58125,1,"1"
14130,0.529166666666667,1,"1"
14130,0.535416666666667,1,"1"
14130,0.547916666666667,1,"1"
14130,0.597916666666667,1,"1"
14130,0.516666666666667,1,"1"
14130,0.5375,1,"1"
14130,0.591666666666667,1,"1"
14130,0.525,1,"1"
14130,0.59375,1,"1"
14130,0.58125,1,"1"
14130,0.572916666666667,1,"1"
14130,0.695833333333333,1,"1"
14130,0.833333333333333,1,"1"
14130,0.5,1,"1"
14130,0.547916666666667,1,"1"
14130,0.777083333333333,1,"1"
14130,0.585416666666667,1,"1"
14130,0.48125,1,"1"
14130,0.56875,1,"1"
14130,0.5875,1,"1"
14130,0.622916666666667,1,"1"
14130,0.739583333333333,1,"1"
14130,0.497916666666667,1,"1"
14130,0.554166666666667,1,"1"
14130,0.583333333333333,1,"1"
14130,0.675,1,"1"
14130,0.564583333333333,1,"1"
14130,0.45,1,"1"
14130,0.508333333333333,1,"1"
14130,0.535416666666667,1,"1"
14130,0.616666666666667,1,"1"
14130,0.547916666666667,1,"1"
14130,0.533333333333333,1,"1"
14130,0.59375,1,"1"
14130,0.55625,1,"1"
14130,0.5875,1,"1"
14130,0.585416666666667,1,"1"
14130,0.552083333333333,1,"1"
14130,0.554166666666667,1,"1"
14130,0.44375,1,"1"
14130,0.510416666666667,1,"1"
14130,0.564583333333333,1,"1"
14130,0.620833333333333,1,"1"
14130,0.622916666666667,1,"1"
14130,0.43125,1,"1"
14130,0.63125,1,"1"
14130,0.61875,1,"1"
14130,0.7,1,"1"
14130,0.620833333333333,1,"1"
14130,0.570833333333333,1,"1"
14130,0.583333333333333,1,"1"
14130,0.6875,1,"1"
14130,0.570833333333333,1,"1"
14130,0.691666666666667,1,"1"
14130,0.539583333333333,1,"1"
14130,0.583333333333333,1,"1"
14130,0.529166666666667,1,"1"
14130,0.4875,1,"1"
14130,0.6375,1,"1"
14130,0.53125,1,"1"
14130,0.625,1,"1"
14130,0.541666666666667,1,"1"
14130,0.51875,1,"1"
14130,0.49375,1,"1"
14130,0.535416666666667,1,"1"
14669,0.684210526315789,0,"1"
14669,0.571428571428571,1,"1"
14669,0.567669172932331,1,"1"
14669,0.597744360902256,1,"1"
14669,0.755639097744361,1,"1"
14669,0.513157894736842,1,"1"
14669,0.49812030075188,1,"1"
14669,0.554511278195489,1,"1"
14669,0.515037593984962,1,"1"
14669,0.582706766917293,1,"1"
14669,0.580827067669173,1,"1"
14669,0.526315789473684,1,"1"
14669,0.522556390977444,1,"1"
14669,0.663533834586466,1,"1"
14669,0.614661654135338,1,"1"
14669,0.518796992481203,1,"1"
14669,0.695488721804511,1,"1"
14669,0.648496240601504,1,"1"
14669,0.614661654135338,1,"1"
14669,0.610902255639098,1,"1"
14669,0.661654135338346,1,"1"
14669,0.479323308270677,1,"1"
14669,0.509398496240602,1,"1"
14669,0.524436090225564,1,"1"
14669,0.558270676691729,1,"1"
14669,0.669172932330827,1,"1"
14669,0.415413533834586,1,"1"
14669,0.535714285714286,1,"1"
14669,0.481203007518797,1,"1"
14669,0.56203007518797,1,"1"
14669,0.565789473684211,1,"1"
14669,0.575187969924812,1,"1"
14669,0.656015037593985,1,"1"
14669,0.680451127819549,1,"1"
14669,0.595864661654135,1,"1"
14669,0.657894736842105,1,"1"
14669,0.522556390977444,1,"1"
14669,0.515037593984962,1,"1"
14669,0.577067669172932,1,"1"
14669,0.496240601503759,1,"1"
14669,0.477443609022556,1,"1"
14669,0.712406015037594,1,"1"
14669,0.524436090225564,1,"1"
14669,0.62781954887218,1,"1"
14669,0.541353383458647,1,"1"
14669,0.50187969924812,1,"1"
14669,0.471804511278196,1,"1"
14669,0.582706766917293,1,"1"
14669,0.588345864661654,1,"1"
14669,0.56015037593985,1,"1"
14669,0.669172932330827,1,"1"
14669,0.575187969924812,1,"1"
14669,0.488721804511278,1,"1"
14669,0.567669172932331,1,"1"
14669,0.588345864661654,1,"1"
14669,0.597744360902256,1,"1"
14669,0.565789473684211,1,"1"
14669,0.565789473684211,1,"1"
14669,0.663533834586466,1,"1"
14669,0.464285714285714,1,"1"
14669,0.607142857142857,1,"1"
14669,0.535714285714286,1,"1"
14669,0.573308270676692,1,"1"
14669,0.533834586466165,1,"1"
14669,0.701127819548872,1,"1"
14669,0.661654135338346,1,"1"
14669,0.516917293233083,1,"1"
14669,0.511278195488722,1,"1"
14669,0.682330827067669,1,"1"
14669,0.616541353383459,1,"1"
14669,0.558270676691729,1,"1"
14669,0.511278195488722,1,"1"
14669,0.507518796992481,1,"1"
14669,0.669172932330827,1,"1"
14669,0.637218045112782,1,"1"
14669,0.595864661654135,1,"1"
14669,0.612781954887218,1,"1"
14669,0.592105263157895,1,"1"
14669,0.556390977443609,1,"1"
14669,0.620300751879699,1,"1"
14669,0.648496240601504,1,"1"
14669,0.597744360902256,1,"1"
14669,0.652255639097744,1,"1"
14669,0.466165413533835,1,"1"
14669,0.633458646616541,1,"1"
14669,0.62781954887218,1,"1"
14669,0.428571428571429,1,"1"
14669,0.531954887218045,1,"1"
14669,0.503759398496241,1,"1"
14669,0.569548872180451,1,"1"
14669,0.590225563909774,1,"1"
14669,0.543233082706767,1,"1"
14669,0.516917293233083,1,"1"
14669,0.488721804511278,1,"1"
14669,0.567669172932331,1,"1"
14669,0.515037593984962,1,"1"
14669,0.43609022556391,1,"1"
14669,0.535714285714286,1,"1"
14669,0.475563909774436,1,"1"
14669,0.607142857142857,1,"1"
14669,0.569548872180451,1,"1"
